customer_id,customer_name,email,country,signup_date,year,month,account_age,Status
264,Customer 264,customer264@example.com,Croatia,7/16/2021,2021,July,"4 Years, 4 Months, 25 Days",old
265,Customer 265,customer265@example.com,Slovenia,6/7/2020,2020,June,"5 Years, 6 Months, 4 Days",old
266,Customer 266,customer266@example.com,Germany,8/8/2021,2021,August,"4 Years, 4 Months, 3 Days",old
267,Customer 267,customer267@example.com,Croatia,7/10/2021,2021,July,"4 Years, 5 Months, 1 Days",old
268,Customer 268,customer268@example.com,Bosnia,10/16/2021,2021,October,"4 Years, 1 Months, 25 Days",old
269,Customer 269,customer269@example.com,Austria,6/14/2020,2020,June,"5 Years, 5 Months, 27 Days",old
270,Customer 270,customer270@example.com,Croatia,11/4/2020,2020,November,"5 Years, 1 Months, 7 Days",old
271,Customer 271,customer271@example.com,Croatia,2/23/2022,2022,February,"3 Years, 9 Months, 18 Days",old
272,Customer 272,customer272@example.com,Germany,11/8/2020,2020,November,"5 Years, 1 Months, 3 Days",old
273,Customer 273,customer273@example.com,Germany,3/14/2021,2021,March,"4 Years, 8 Months, 27 Days",old
274,Customer 274,customer274@example.com,Serbia,4/29/2022,2022,April,"3 Years, 7 Months, 12 Days",old
275,Customer 275,customer275@example.com,Slovenia,11/8/2021,2021,November,"4 Years, 1 Months, 3 Days",old
276,Customer 276,customer276@example.com,Austria,8/12/2022,2022,August,"3 Years, 3 Months, 29 Days",old
277,Customer 277,customer277@example.com,Slovenia,5/7/2020,2020,May,"5 Years, 7 Months, 4 Days",old
278,Customer 278,customer278@example.com,Croatia,5/10/2022,2022,May,"3 Years, 7 Months, 1 Days",old
279,Customer 279,customer279@example.com,Slovenia,4/11/2023,2023,April,"2 Years, 8 Months, 0 Days",old
280,Customer 280,customer280@example.com,Germany,2/10/2020,2020,February,"5 Years, 10 Months, 1 Days",old
281,Customer 281,customer281@example.com,Austria,2/18/2022,2022,February,"3 Years, 9 Months, 23 Days",old
282,Customer 282,customer282@example.com,Slovenia,1/13/2020,2020,January,"5 Years, 10 Months, 28 Days",old
283,Customer 283,customer283@example.com,Bosnia,9/3/2021,2021,September,"4 Years, 3 Months, 8 Days",old
284,Customer 284,customer284@example.com,Slovenia,5/8/2022,2022,May,"3 Years, 7 Months, 3 Days",old
285,Customer 285,customer285@example.com,Austria,1/23/2023,2023,January,"2 Years, 10 Months, 18 Days",old
286,Customer 286,customer286@example.com,Austria,3/27/2021,2021,March,"4 Years, 8 Months, 14 Days",old
287,Customer 287,customer287@example.com,Slovenia,3/25/2021,2021,March,"4 Years, 8 Months, 16 Days",old
288,Customer 288,customer288@example.com,Bosnia,6/11/2022,2022,June,"3 Years, 6 Months, 0 Days",old
289,Customer 289,customer289@example.com,Slovenia,2/29/2020,2020,February,"5 Years, 9 Months, 12 Days",old
290,Customer 290,customer290@example.com,Slovenia,11/19/2021,2021,November,"4 Years, 0 Months, 22 Days",old
291,Customer 291,customer291@example.com,Germany,10/22/2023,2023,October,"2 Years, 1 Months, 19 Days",young
292,Customer 292,customer292@example.com,Slovenia,1/23/2024,2024,January,"1 Years, 10 Months, 18 Days",young
293,Customer 293,customer293@example.com,Croatia,8/15/2022,2022,August,"3 Years, 3 Months, 26 Days",old
294,Customer 294,customer294@example.com,Croatia,6/28/2023,2023,June,"2 Years, 5 Months, 13 Days",young
295,Customer 295,customer295@example.com,Austria,2/25/2020,2020,February,"5 Years, 9 Months, 16 Days",old
296,Customer 296,customer296@example.com,Slovenia,4/27/2023,2023,April,"2 Years, 7 Months, 14 Days",old
297,Customer 297,customer297@example.com,Austria,9/19/2023,2023,September,"2 Years, 2 Months, 22 Days",young
298,Customer 298,customer298@example.com,Serbia,6/20/2020,2020,June,"5 Years, 5 Months, 21 Days",old
299,Customer 299,customer299@example.com,Germany,5/27/2022,2022,May,"3 Years, 6 Months, 14 Days",old
300,Customer 300,customer300@example.com,Croatia,8/3/2022,2022,August,"3 Years, 4 Months, 8 Days",old
301,Customer 301,customer301@example.com,Croatia,4/12/2020,2020,April,"5 Years, 7 Months, 29 Days",old
302,Customer 302,customer302@example.com,Bosnia,2/15/2022,2022,February,"3 Years, 9 Months, 26 Days",old
303,Customer 303,customer303@example.com,Bosnia,3/9/2021,2021,March,"4 Years, 9 Months, 2 Days",old
304,Customer 304,customer304@example.com,Slovenia,10/31/2021,2021,October,"4 Years, 1 Months, 10 Days",old
305,Customer 305,customer305@example.com,Bosnia,2/15/2022,2022,February,"3 Years, 9 Months, 26 Days",old
306,Customer 306,customer306@example.com,Bosnia,5/13/2022,2022,May,"3 Years, 6 Months, 28 Days",old
307,Customer 307,customer307@example.com,Bosnia,6/16/2020,2020,June,"5 Years, 5 Months, 25 Days",old
308,Customer 308,customer308@example.com,Slovenia,2/9/2020,2020,February,"5 Years, 10 Months, 2 Days",old
309,Customer 309,customer309@example.com,Germany,1/9/2023,2023,January,"2 Years, 11 Months, 2 Days",old
310,Customer 310,customer310@example.com,Serbia,12/17/2021,2021,December,"3 Years, 11 Months, 24 Days",old
311,Customer 311,customer311@example.com,Croatia,8/24/2023,2023,August,"2 Years, 3 Months, 17 Days",young
312,Customer 312,customer312@example.com,Serbia,8/27/2023,2023,August,"2 Years, 3 Months, 14 Days",young
313,Customer 313,customer313@example.com,Serbia,3/4/2020,2020,March,"5 Years, 9 Months, 7 Days",old
314,Customer 314,customer314@example.com,Croatia,2/12/2021,2021,February,"4 Years, 9 Months, 29 Days",old
315,Customer 315,customer315@example.com,Serbia,6/26/2023,2023,June,"2 Years, 5 Months, 15 Days",young
316,Customer 316,customer316@example.com,Croatia,5/3/2021,2021,May,"4 Years, 7 Months, 8 Days",old
317,Customer 317,customer317@example.com,Croatia,8/27/2022,2022,August,"3 Years, 3 Months, 14 Days",old
318,Customer 318,customer318@example.com,Germany,8/22/2020,2020,August,"5 Years, 3 Months, 19 Days",old
319,Customer 319,customer319@example.com,Austria,3/22/2021,2021,March,"4 Years, 8 Months, 19 Days",old
320,Customer 320,customer320@example.com,Slovenia,12/3/2023,2023,December,"2 Years, 0 Months, 8 Days",young
321,Customer 321,customer321@example.com,Bosnia,1/25/2022,2022,January,"3 Years, 10 Months, 16 Days",old
322,Customer 322,customer322@example.com,Croatia,5/25/2023,2023,May,"2 Years, 6 Months, 16 Days",old
323,Customer 323,customer323@example.com,Austria,1/11/2024,2024,January,"1 Years, 11 Months, 0 Days",young
324,Customer 324,customer324@example.com,Serbia,12/1/2020,2020,December,"5 Years, 0 Months, 10 Days",old
325,Customer 325,customer325@example.com,Bosnia,8/9/2020,2020,August,"5 Years, 4 Months, 2 Days",old
326,Customer 326,customer326@example.com,Austria,2/22/2020,2020,February,"5 Years, 9 Months, 19 Days",old
327,Customer 327,customer327@example.com,Bosnia,3/25/2023,2023,March,"2 Years, 8 Months, 16 Days",old
328,Customer 328,customer328@example.com,Germany,2/7/2022,2022,February,"3 Years, 10 Months, 4 Days",old
329,Customer 329,customer329@example.com,Slovenia,1/4/2024,2024,January,"1 Years, 11 Months, 7 Days",young
330,Customer 330,customer330@example.com,Croatia,6/4/2020,2020,June,"5 Years, 6 Months, 7 Days",old
331,Customer 331,customer331@example.com,Austria,11/15/2023,2023,November,"2 Years, 0 Months, 26 Days",young
332,Customer 332,customer332@example.com,Germany,5/12/2021,2021,May,"4 Years, 6 Months, 29 Days",old
333,Customer 333,customer333@example.com,Serbia,11/28/2023,2023,November,"2 Years, 0 Months, 13 Days",young
334,Customer 334,customer334@example.com,Bosnia,11/2/2023,2023,November,"2 Years, 1 Months, 9 Days",young
335,Customer 335,customer335@example.com,Austria,9/4/2020,2020,September,"5 Years, 3 Months, 7 Days",old
336,Customer 336,customer336@example.com,Austria,3/25/2020,2020,March,"5 Years, 8 Months, 16 Days",old
337,Customer 337,customer337@example.com,Bosnia,12/27/2022,2022,December,"2 Years, 11 Months, 14 Days",old
338,Customer 338,customer338@example.com,Slovenia,9/16/2023,2023,September,"2 Years, 2 Months, 25 Days",young
339,Customer 339,customer339@example.com,Bosnia,5/21/2020,2020,May,"5 Years, 6 Months, 20 Days",old
340,Customer 340,customer340@example.com,Austria,8/19/2023,2023,August,"2 Years, 3 Months, 22 Days",young
341,Customer 341,customer341@example.com,Bosnia,1/26/2020,2020,January,"5 Years, 10 Months, 15 Days",old
342,Customer 342,customer342@example.com,Slovenia,9/30/2022,2022,September,"3 Years, 2 Months, 11 Days",old
343,Customer 343,customer343@example.com,Serbia,6/6/2022,2022,June,"3 Years, 6 Months, 5 Days",old
344,Customer 344,customer344@example.com,Bosnia,7/25/2023,2023,July,"2 Years, 4 Months, 16 Days",young
345,Customer 345,customer345@example.com,Slovenia,12/19/2023,2023,December,"1 Years, 11 Months, 22 Days",young
346,Customer 346,customer346@example.com,Croatia,6/10/2022,2022,June,"3 Years, 6 Months, 1 Days",old
347,Customer 347,customer347@example.com,Croatia,12/4/2022,2022,December,"3 Years, 0 Months, 7 Days",old
348,Customer 348,customer348@example.com,Germany,7/7/2021,2021,July,"4 Years, 5 Months, 4 Days",old
349,Customer 349,customer349@example.com,Austria,1/7/2023,2023,January,"2 Years, 11 Months, 4 Days",old
350,Customer 350,customer350@example.com,Slovenia,8/10/2022,2022,August,"3 Years, 4 Months, 1 Days",old
351,Customer 351,customer351@example.com,Slovenia,2/6/2024,2024,February,"1 Years, 10 Months, 5 Days",young
352,Customer 352,customer352@example.com,Austria,7/3/2021,2021,July,"4 Years, 5 Months, 8 Days",old
353,Customer 353,customer353@example.com,Bosnia,5/17/2021,2021,May,"4 Years, 6 Months, 24 Days",old
354,Customer 354,customer354@example.com,Serbia,7/25/2021,2021,July,"4 Years, 4 Months, 16 Days",old
355,Customer 355,customer355@example.com,Slovenia,5/14/2021,2021,May,"4 Years, 6 Months, 27 Days",old
356,Customer 356,customer356@example.com,Slovenia,3/13/2023,2023,March,"2 Years, 8 Months, 28 Days",old
357,Customer 357,customer357@example.com,Austria,9/30/2023,2023,September,"2 Years, 2 Months, 11 Days",young
358,Customer 358,customer358@example.com,Slovenia,11/19/2021,2021,November,"4 Years, 0 Months, 22 Days",old
359,Customer 359,customer359@example.com,Serbia,10/9/2022,2022,October,"3 Years, 2 Months, 2 Days",old
360,Customer 360,customer360@example.com,Bosnia,1/7/2021,2021,January,"4 Years, 11 Months, 4 Days",old
361,Customer 361,customer361@example.com,Slovenia,3/10/2021,2021,March,"4 Years, 9 Months, 1 Days",old
362,Customer 362,customer362@example.com,Bosnia,6/13/2021,2021,June,"4 Years, 5 Months, 28 Days",old
363,Customer 363,customer363@example.com,Bosnia,7/26/2021,2021,July,"4 Years, 4 Months, 15 Days",old
364,Customer 364,customer364@example.com,Austria,12/7/2023,2023,December,"2 Years, 0 Months, 4 Days",young
365,Customer 365,customer365@example.com,Bosnia,2/12/2023,2023,February,"2 Years, 9 Months, 29 Days",old
366,Customer 366,customer366@example.com,Serbia,11/24/2022,2022,November,"3 Years, 0 Months, 17 Days",old
367,Customer 367,customer367@example.com,Croatia,6/24/2020,2020,June,"5 Years, 5 Months, 17 Days",old
368,Customer 368,customer368@example.com,Croatia,1/14/2024,2024,January,"1 Years, 10 Months, 27 Days",young
369,Customer 369,customer369@example.com,Slovenia,9/27/2022,2022,September,"3 Years, 2 Months, 14 Days",old
370,Customer 370,customer370@example.com,Austria,5/7/2021,2021,May,"4 Years, 7 Months, 4 Days",old
371,Customer 371,customer371@example.com,Germany,9/2/2022,2022,September,"3 Years, 3 Months, 9 Days",old
372,Customer 372,customer372@example.com,Germany,12/28/2023,2023,December,"1 Years, 11 Months, 13 Days",young
373,Customer 373,customer373@example.com,Slovenia,7/6/2022,2022,July,"3 Years, 5 Months, 5 Days",old
374,Customer 374,customer374@example.com,Serbia,7/9/2020,2020,July,"5 Years, 5 Months, 2 Days",old
375,Customer 375,customer375@example.com,Bosnia,3/29/2021,2021,March,"4 Years, 8 Months, 12 Days",old
376,Customer 376,customer376@example.com,Slovenia,11/17/2023,2023,November,"2 Years, 0 Months, 24 Days",young
377,Customer 377,customer377@example.com,Croatia,9/19/2021,2021,September,"4 Years, 2 Months, 22 Days",old
378,Customer 378,customer378@example.com,Germany,4/6/2023,2023,April,"2 Years, 8 Months, 5 Days",old
379,Customer 379,customer379@example.com,Bosnia,8/27/2022,2022,August,"3 Years, 3 Months, 14 Days",old
380,Customer 380,customer380@example.com,Austria,12/23/2022,2022,December,"2 Years, 11 Months, 18 Days",old
381,Customer 381,customer381@example.com,Bosnia,5/21/2022,2022,May,"3 Years, 6 Months, 20 Days",old
382,Customer 382,customer382@example.com,Germany,2/1/2023,2023,February,"2 Years, 10 Months, 10 Days",old
383,Customer 383,customer383@example.com,Bosnia,12/21/2021,2021,December,"3 Years, 11 Months, 20 Days",old
384,Customer 384,customer384@example.com,Germany,7/18/2022,2022,July,"3 Years, 4 Months, 23 Days",old
385,Customer 385,customer385@example.com,Bosnia,9/19/2021,2021,September,"4 Years, 2 Months, 22 Days",old
386,Customer 386,customer386@example.com,Bosnia,4/17/2021,2021,April,"4 Years, 7 Months, 24 Days",old
387,Customer 387,customer387@example.com,Serbia,1/17/2024,2024,January,"1 Years, 10 Months, 24 Days",young
388,Customer 388,customer388@example.com,Croatia,10/8/2021,2021,October,"4 Years, 2 Months, 3 Days",old
389,Customer 389,customer389@example.com,Serbia,1/2/2023,2023,January,"2 Years, 11 Months, 9 Days",old
390,Customer 390,customer390@example.com,Germany,1/14/2021,2021,January,"4 Years, 10 Months, 27 Days",old
391,Customer 391,customer391@example.com,Croatia,3/19/2021,2021,March,"4 Years, 8 Months, 22 Days",old
392,Customer 392,customer392@example.com,Germany,9/18/2022,2022,September,"3 Years, 2 Months, 23 Days",old
393,Customer 393,customer393@example.com,Bosnia,1/23/2024,2024,January,"1 Years, 10 Months, 18 Days",young
394,Customer 394,customer394@example.com,Austria,12/10/2022,2022,December,"3 Years, 0 Months, 1 Days",old
395,Customer 395,customer395@example.com,Austria,8/2/2021,2021,August,"4 Years, 4 Months, 9 Days",old
396,Customer 396,customer396@example.com,Serbia,2/1/2021,2021,February,"4 Years, 10 Months, 10 Days",old
397,Customer 397,customer397@example.com,Bosnia,4/10/2021,2021,April,"4 Years, 8 Months, 1 Days",old
398,Customer 398,customer398@example.com,Bosnia,1/2/2021,2021,January,"4 Years, 11 Months, 9 Days",old
399,Customer 399,customer399@example.com,Bosnia,1/29/2020,2020,January,"5 Years, 10 Months, 12 Days",old
400,Customer 400,customer400@example.com,Germany,12/29/2022,2022,December,"2 Years, 11 Months, 12 Days",old
401,Customer 401,customer401@example.com,Croatia,7/15/2021,2021,July,"4 Years, 4 Months, 26 Days",old
402,Customer 402,customer402@example.com,Serbia,4/21/2020,2020,April,"5 Years, 7 Months, 20 Days",old
403,Customer 403,customer403@example.com,Austria,8/21/2021,2021,August,"4 Years, 3 Months, 20 Days",old
404,Customer 404,customer404@example.com,Germany,9/15/2020,2020,September,"5 Years, 2 Months, 26 Days",old
405,Customer 405,customer405@example.com,Germany,10/2/2022,2022,October,"3 Years, 2 Months, 9 Days",old
406,Customer 406,customer406@example.com,Serbia,1/26/2020,2020,January,"5 Years, 10 Months, 15 Days",old
407,Customer 407,customer407@example.com,Austria,8/5/2021,2021,August,"4 Years, 4 Months, 6 Days",old
408,Customer 408,customer408@example.com,Slovenia,9/7/2022,2022,September,"3 Years, 3 Months, 4 Days",old
409,Customer 409,customer409@example.com,Slovenia,11/28/2021,2021,November,"4 Years, 0 Months, 13 Days",old
410,Customer 410,customer410@example.com,Croatia,4/15/2020,2020,April,"5 Years, 7 Months, 26 Days",old
411,Customer 411,customer411@example.com,Bosnia,9/5/2022,2022,September,"3 Years, 3 Months, 6 Days",old
412,Customer 412,customer412@example.com,Serbia,5/13/2020,2020,May,"5 Years, 6 Months, 28 Days",old
413,Customer 413,customer413@example.com,Slovenia,10/4/2022,2022,October,"3 Years, 2 Months, 7 Days",old
414,Customer 414,customer414@example.com,Serbia,3/27/2023,2023,March,"2 Years, 8 Months, 14 Days",old
415,Customer 415,customer415@example.com,Germany,11/6/2023,2023,November,"2 Years, 1 Months, 5 Days",young
416,Customer 416,customer416@example.com,Serbia,11/6/2020,2020,November,"5 Years, 1 Months, 5 Days",old
417,Customer 417,customer417@example.com,Croatia,2/26/2023,2023,February,"2 Years, 9 Months, 15 Days",old
418,Customer 418,customer418@example.com,Bosnia,6/23/2020,2020,June,"5 Years, 5 Months, 18 Days",old
419,Customer 419,customer419@example.com,Croatia,8/30/2020,2020,August,"5 Years, 3 Months, 11 Days",old
420,Customer 420,customer420@example.com,Austria,5/2/2022,2022,May,"3 Years, 7 Months, 9 Days",old
421,Customer 421,customer421@example.com,Austria,5/5/2023,2023,May,"2 Years, 7 Months, 6 Days",old
422,Customer 422,customer422@example.com,Austria,4/7/2021,2021,April,"4 Years, 8 Months, 4 Days",old
423,Customer 423,customer423@example.com,Austria,2/18/2022,2022,February,"3 Years, 9 Months, 23 Days",old
424,Customer 424,customer424@example.com,Slovenia,6/25/2022,2022,June,"3 Years, 5 Months, 16 Days",old
425,Customer 425,customer425@example.com,Bosnia,4/20/2023,2023,April,"2 Years, 7 Months, 21 Days",old
426,Customer 426,customer426@example.com,Slovenia,9/17/2021,2021,September,"4 Years, 2 Months, 24 Days",old
427,Customer 427,customer427@example.com,Austria,6/25/2023,2023,June,"2 Years, 5 Months, 16 Days",young
428,Customer 428,customer428@example.com,Serbia,6/2/2023,2023,June,"2 Years, 6 Months, 9 Days",old
429,Customer 429,customer429@example.com,Germany,7/22/2020,2020,July,"5 Years, 4 Months, 19 Days",old
430,Customer 430,customer430@example.com,Croatia,7/5/2023,2023,July,"2 Years, 5 Months, 6 Days",young
431,Customer 431,customer431@example.com,Croatia,6/25/2021,2021,June,"4 Years, 5 Months, 16 Days",old
432,Customer 432,customer432@example.com,Germany,6/15/2020,2020,June,"5 Years, 5 Months, 26 Days",old
433,Customer 433,customer433@example.com,Croatia,5/6/2021,2021,May,"4 Years, 7 Months, 5 Days",old
434,Customer 434,customer434@example.com,Croatia,2/4/2023,2023,February,"2 Years, 10 Months, 7 Days",old
435,Customer 435,customer435@example.com,Serbia,11/16/2020,2020,November,"5 Years, 0 Months, 25 Days",old
436,Customer 436,customer436@example.com,Serbia,4/16/2022,2022,April,"3 Years, 7 Months, 25 Days",old
437,Customer 437,customer437@example.com,Slovenia,11/12/2023,2023,November,"2 Years, 0 Months, 29 Days",young
438,Customer 438,customer438@example.com,Austria,8/20/2022,2022,August,"3 Years, 3 Months, 21 Days",old
439,Customer 439,customer439@example.com,Bosnia,3/7/2020,2020,March,"5 Years, 9 Months, 4 Days",old
440,Customer 440,customer440@example.com,Croatia,8/13/2021,2021,August,"4 Years, 3 Months, 28 Days",old
441,Customer 441,customer441@example.com,Germany,8/2/2021,2021,August,"4 Years, 4 Months, 9 Days",old
442,Customer 442,customer442@example.com,Germany,7/18/2022,2022,July,"3 Years, 4 Months, 23 Days",old
443,Customer 443,customer443@example.com,Serbia,11/8/2023,2023,November,"2 Years, 1 Months, 3 Days",young
444,Customer 444,customer444@example.com,Croatia,6/25/2021,2021,June,"4 Years, 5 Months, 16 Days",old
445,Customer 445,customer445@example.com,Germany,4/22/2023,2023,April,"2 Years, 7 Months, 19 Days",old
446,Customer 446,customer446@example.com,Germany,2/9/2021,2021,February,"4 Years, 10 Months, 2 Days",old
447,Customer 447,customer447@example.com,Slovenia,8/23/2020,2020,August,"5 Years, 3 Months, 18 Days",old
448,Customer 448,customer448@example.com,Austria,4/5/2021,2021,April,"4 Years, 8 Months, 6 Days",old
449,Customer 449,customer449@example.com,Germany,11/1/2020,2020,November,"5 Years, 1 Months, 10 Days",old
450,Customer 450,customer450@example.com,Bosnia,10/18/2020,2020,October,"5 Years, 1 Months, 23 Days",old
451,Customer 451,customer451@example.com,Serbia,5/2/2020,2020,May,"5 Years, 7 Months, 9 Days",old
452,Customer 452,customer452@example.com,Croatia,9/21/2021,2021,September,"4 Years, 2 Months, 20 Days",old
453,Customer 453,customer453@example.com,Austria,3/11/2023,2023,March,"2 Years, 9 Months, 0 Days",old
454,Customer 454,customer454@example.com,Bosnia,6/18/2022,2022,June,"3 Years, 5 Months, 23 Days",old
455,Customer 455,customer455@example.com,Serbia,8/17/2022,2022,August,"3 Years, 3 Months, 24 Days",old
456,Customer 456,customer456@example.com,Germany,9/14/2021,2021,September,"4 Years, 2 Months, 27 Days",old
457,Customer 457,customer457@example.com,Germany,4/4/2022,2022,April,"3 Years, 8 Months, 7 Days",old
458,Customer 458,customer458@example.com,Bosnia,10/21/2022,2022,October,"3 Years, 1 Months, 20 Days",old
459,Customer 459,customer459@example.com,Austria,10/8/2022,2022,October,"3 Years, 2 Months, 3 Days",old
460,Customer 460,customer460@example.com,Slovenia,6/13/2020,2020,June,"5 Years, 5 Months, 28 Days",old
461,Customer 461,customer461@example.com,Austria,3/22/2020,2020,March,"5 Years, 8 Months, 19 Days",old
462,Customer 462,customer462@example.com,Slovenia,10/22/2021,2021,October,"4 Years, 1 Months, 19 Days",old
463,Customer 463,customer463@example.com,Austria,5/27/2021,2021,May,"4 Years, 6 Months, 14 Days",old
464,Customer 464,customer464@example.com,Serbia,7/6/2020,2020,July,"5 Years, 5 Months, 5 Days",old
465,Customer 465,customer465@example.com,Croatia,10/12/2023,2023,October,"2 Years, 1 Months, 29 Days",young
466,Customer 466,customer466@example.com,Austria,4/17/2023,2023,April,"2 Years, 7 Months, 24 Days",old
467,Customer 467,customer467@example.com,Serbia,10/8/2023,2023,October,"2 Years, 2 Months, 3 Days",young
468,Customer 468,customer468@example.com,Bosnia,3/26/2023,2023,March,"2 Years, 8 Months, 15 Days",old
469,Customer 469,customer469@example.com,Serbia,12/24/2020,2020,December,"4 Years, 11 Months, 17 Days",old
470,Customer 470,customer470@example.com,Slovenia,11/28/2022,2022,November,"3 Years, 0 Months, 13 Days",old
471,Customer 471,customer471@example.com,Germany,6/24/2022,2022,June,"3 Years, 5 Months, 17 Days",old
472,Customer 472,customer472@example.com,Bosnia,1/6/2021,2021,January,"4 Years, 11 Months, 5 Days",old
473,Customer 473,customer473@example.com,Austria,6/11/2022,2022,June,"3 Years, 6 Months, 0 Days",old
474,Customer 474,customer474@example.com,Germany,10/4/2022,2022,October,"3 Years, 2 Months, 7 Days",old
475,Customer 475,customer475@example.com,Serbia,8/20/2022,2022,August,"3 Years, 3 Months, 21 Days",old
476,Customer 476,customer476@example.com,Bosnia,4/16/2022,2022,April,"3 Years, 7 Months, 25 Days",old
477,Customer 477,customer477@example.com,Bosnia,10/19/2021,2021,October,"4 Years, 1 Months, 22 Days",old
478,Customer 478,customer478@example.com,Germany,8/2/2020,2020,August,"5 Years, 4 Months, 9 Days",old
479,Customer 479,customer479@example.com,Croatia,11/6/2021,2021,November,"4 Years, 1 Months, 5 Days",old
480,Customer 480,customer480@example.com,Slovenia,11/21/2023,2023,November,"2 Years, 0 Months, 20 Days",young
481,Customer 481,customer481@example.com,Slovenia,8/13/2021,2021,August,"4 Years, 3 Months, 28 Days",old
482,Customer 482,customer482@example.com,Germany,3/31/2022,2022,March,"3 Years, 8 Months, 10 Days",old
483,Customer 483,customer483@example.com,Austria,3/16/2020,2020,March,"5 Years, 8 Months, 25 Days",old
484,Customer 484,customer484@example.com,Slovenia,6/29/2020,2020,June,"5 Years, 5 Months, 12 Days",old
485,Customer 485,customer485@example.com,Bosnia,5/31/2021,2021,May,"4 Years, 6 Months, 10 Days",old
486,Customer 486,customer486@example.com,Bosnia,8/25/2020,2020,August,"5 Years, 3 Months, 16 Days",old
487,Customer 487,customer487@example.com,Slovenia,11/19/2022,2022,November,"3 Years, 0 Months, 22 Days",old
488,Customer 488,customer488@example.com,Serbia,9/8/2023,2023,September,"2 Years, 3 Months, 3 Days",young
489,Customer 489,customer489@example.com,Austria,8/4/2022,2022,August,"3 Years, 4 Months, 7 Days",old
490,Customer 490,customer490@example.com,Slovenia,4/21/2020,2020,April,"5 Years, 7 Months, 20 Days",old
491,Customer 491,customer491@example.com,Croatia,11/27/2022,2022,November,"3 Years, 0 Months, 14 Days",old
492,Customer 492,customer492@example.com,Bosnia,6/29/2023,2023,June,"2 Years, 5 Months, 12 Days",young
493,Customer 493,customer493@example.com,Slovenia,7/4/2023,2023,July,"2 Years, 5 Months, 7 Days",young
494,Customer 494,customer494@example.com,Slovenia,4/15/2020,2020,April,"5 Years, 7 Months, 26 Days",old
495,Customer 495,customer495@example.com,Croatia,6/30/2021,2021,June,"4 Years, 5 Months, 11 Days",old
496,Customer 496,customer496@example.com,Austria,9/25/2020,2020,September,"5 Years, 2 Months, 16 Days",old
497,Customer 497,customer497@example.com,Bosnia,6/16/2022,2022,June,"3 Years, 5 Months, 25 Days",old
498,Customer 498,customer498@example.com,Germany,9/19/2022,2022,September,"3 Years, 2 Months, 22 Days",old
499,Customer 499,customer499@example.com,Serbia,2/29/2020,2020,February,"5 Years, 9 Months, 12 Days",old
500,Customer 500,customer500@example.com,Germany,5/31/2023,2023,May,"2 Years, 6 Months, 10 Days",old
